bkf_specific_name,bkf_wfo_id,specific_name_clean,bkf_wfo_full_name,o7_wfo_id,o7_wfo_full_name,cand_wfo_id,cand_wfo_full_name,wfo_id_final,wfo_source,conflict_bkf_vs_o7,conflict_bkf_vs_cand,conflict_o7_vs_cand,any_conflict,wfo_full_name_final
Dolichos junghuhnianus Benth.,wfo-0000198033,dolichos junghuhnianus benth.,This is currently accepted.,wfo-0000198033,Dolichos junghuhnianus Benth.,,,wfo-0000198033,bkf_original,False,False,False,False,Dolichos junghuhnianus Benth.
"Dolichos kongkandae R.Meeboonya, Ngerns. & Balslev",wfo-1000002905,"dolichos kongkandae r.meeboonya, ngerns. & balslev",This is currently accepted.,,,wfo-1000002905,"Dolichos kongkandae Meeboonya, Ngerns. & Balslev",wfo-1000002905,bkf_original,False,False,False,False,
Dolichos tenuicaulis (Baker) Craib,wfo-0000200421,dolichos tenuicaulis (baker) craib,This is currently accepted.,wfo-0000200421,Dolichos tenuicaulis (Baker) Craib,,,wfo-0000200421,bkf_original,False,False,False,False,Dolichos tenuicaulis (Baker) Craib
"Dumasia kurziana (Predeep & M.P.Nayar) B.Pan bis, B.Tian & K.W.Jiang",wfo-1000002907,"dumasia kurziana (predeep & m.p.nayar) b.pan bis, b.tian & k.w.jiang",This is currently accepted.,wfo-1000002907,"Dumasia kurziana (Predeep & M.P.Nayar) B.Pan bis, B.Tian & K.W.Jiang",,,wfo-1000002907,bkf_original,False,False,False,False,"Dumasia kurziana (Predeep & M.P.Nayar) B.Pan bis, B.Tian & K.W.Jiang"
Dumasia villosa DC.,,dumasia villosa dc.,This is currently accepted.,wfo-0000180335,Dumasia villosa DC.,,,wfo-0000180335,output7_exact,False,False,False,False,Dumasia villosa DC.
Dunbaria punctata,wfo-0000194173,dunbaria punctata,Dunbaria punctata,wfo-0000194172,Dunbaria punctata (Wight & Arn.) Benth.,,,wfo-0000194173,bkf_original,True,False,False,True,
Dunbaria podocarpa Kurz,wfo-0000192342,dunbaria podocarpa kurz,This is currently accepted.,wfo-0000192342,Dunbaria podocarpa Kurz,,,wfo-0000192342,bkf_original,False,False,False,False,Dunbaria podocarpa Kurz
Dunbaria circinalis (Benth.) Baker,wfo-0000198097,dunbaria circinalis (benth.) baker,This is currently accepted.,wfo-0000198097,Dunbaria circinalis (Benth.) Baker,,,wfo-0000198097,bkf_original,False,False,False,False,Dunbaria circinalis (Benth.) Baker
Dunbaria villosa (Thunb. ex Murray) Makino,wfo-0000186036,dunbaria villosa (thunb. ex murray) makino,This is currently accepted.,,,,,wfo-0000186036,bkf_original,False,False,False,False,
Dunbaria incana (Zoll. & Moritzi) Maesen,wfo-0000206987,dunbaria incana (zoll. & moritzi) maesen,This is currently accepted.,wfo-0000206987,Dunbaria incana (Zoll. & Moritzi) Maesen,,,wfo-0000206987,bkf_original,False,False,False,False,Dunbaria incana (Zoll. & Moritzi) Maesen
Dunbaria glandulosa (Dalzell & A.Gibson) Prain,wfo-0000200439,dunbaria glandulosa (dalzell & a.gibson) prain,This is currently accepted.,wfo-0000200439,Dunbaria glandulosa (Dalzell & A.Gibson) Prain,,,wfo-0000200439,bkf_original,False,False,False,False,Dunbaria glandulosa (Dalzell & A.Gibson) Prain
Dunbaria trichodon (Dunn) Maesen,wfo-0001034388,dunbaria trichodon (dunn) maesen,This is currently accepted.,wfo-0001034388,Dunbaria trichodon (Dunn) Maesen,,,wfo-0001034388,bkf_original,False,False,False,False,Dunbaria trichodon (Dunn) Maesen
Dunbaria debilis Baker,wfo-0000194176,dunbaria debilis baker,This is currently accepted.,wfo-0000194176,Dunbaria debilis Baker,,,wfo-0000194176,bkf_original,False,False,False,False,Dunbaria debilis Baker
Dunbaria fusca (Wall.) Kurz,wfo-0000198087,dunbaria fusca (wall.) kurz,This is currently accepted.,wfo-0000198087,Dunbaria fusca (Wall.) Kurz,,,wfo-0000198087,bkf_original,False,False,False,False,Dunbaria fusca (Wall.) Kurz
Dunbaria bella Prain,wfo-0000203828,dunbaria bella prain,This is currently accepted.,wfo-0000203828,Dunbaria bella Prain,,,wfo-0000203828,bkf_original,False,False,False,False,Dunbaria bella Prain
Dunbaria rubella Span. ex Miq.,wfo-0000206990,dunbaria rubella span. ex miq.,This is currently accepted.,wfo-0000206990,Dunbaria rubella Span. ex Miq.,,,wfo-0000206990,bkf_original,False,False,False,False,Dunbaria rubella Span. ex Miq.
Dysolobium pilosum (J.G.Klein ex Willd.) Maréchal,wfo-0000200453,dysolobium pilosum (j.g.klein ex willd.) maréchal,This is currently accepted.,wfo-0000200453,Dysolobium pilosum (J.G.Klein ex Willd.) Maréchal,,,wfo-0000200453,bkf_original,False,False,False,False,Dysolobium pilosum (J.G.Klein ex Willd.) Maréchal
Dysolobium dasycarpum (Miq.) I.M.Turner,wfo-1000057680,dysolobium dasycarpum (miq.) i.m.turner,This is currently accepted.,wfo-1000057680,Dysolobium dasycarpum (Miq.) I.M.Turner,,,wfo-1000057680,bkf_original,False,False,False,False,Dysolobium dasycarpum (Miq.) I.M.Turner
Dysolobium grande (Wall. ex Benth.) Prain,wfo-0000193458,dysolobium grande (wall. ex benth.) prain,This is currently accepted.,wfo-0000193458,Dysolobium grande (Wall. ex Benth.) Prain,,,wfo-0000193458,bkf_original,False,False,False,False,Dysolobium grande (Wall. ex Benth.) Prain
Endosamara racemosa (Roxb.) R.Geesink,wfo-0000193220,endosamara racemosa (roxb.) r.geesink,This is currently accepted.,wfo-0000193220,Endosamara racemosa (Roxb.) R.Geesink,,,wfo-0000193220,bkf_original,False,False,False,False,Endosamara racemosa (Roxb.) R.Geesink
Eriosema chinense Vogel,wfo-0000188411,eriosema chinense vogel,This is currently accepted.,wfo-0000188411,Eriosema chinense Vogel,,,wfo-0000188411,bkf_original,False,False,False,False,Eriosema chinense Vogel
Erythrina variegata L.,wfo-0000181193,erythrina variegata l.,This is currently accepted.,wfo-0000181193,Erythrina variegata L.,,,wfo-0000181193,bkf_original,False,False,False,False,Erythrina variegata L.
Erythrina corallodendron L.,wfo-0000180630,erythrina corallodendron l.,This is currently accepted.,wfo-0000180630,Erythrina corallodendron L.,,,wfo-0000180630,bkf_original,False,False,False,False,Erythrina corallodendron L.
Erythrina subumbrans (Hassk.) Merr.,wfo-0000185021,erythrina subumbrans (hassk.) merr.,This is currently accepted.,wfo-0000185021,Erythrina subumbrans (Hassk.) Merr.,,,wfo-0000185021,bkf_original,False,False,False,False,Erythrina subumbrans (Hassk.) Merr.
Erythrina fusca Lour.,wfo-0000180759,erythrina fusca lour.,This is currently accepted.,wfo-0000180759,Erythrina fusca Lour.,,,wfo-0000180759,bkf_original,False,False,False,False,Erythrina fusca Lour.
Erythrina crista-galli L.,wfo-0000180641,erythrina crista-galli l.,This is currently accepted.,wfo-0000180641,Erythrina crista-galli L.,,,wfo-0000180641,bkf_original,False,False,False,False,Erythrina crista-galli L.
Erythrina calcicola Tetsana & Poopath,wfo-0001443786,erythrina calcicola tetsana & poopath,This is currently accepted.,wfo-0001443786,Erythrina calcicola Tetsana & Poopath,,,wfo-0001443786,bkf_original,False,False,False,False,Erythrina calcicola Tetsana & Poopath
Erythrina stricta Roxb.,wfo-0000185018,erythrina stricta roxb.,This is currently accepted.,wfo-0000185018,Erythrina stricta Roxb.,,,wfo-0000185018,bkf_original,False,False,False,False,Erythrina stricta Roxb.
Euchresta horsfieldii (Lesch.) Benn.,wfo-0000186315,euchresta horsfieldii (lesch.) benn.,This is currently accepted.,wfo-0000186315,Euchresta horsfieldii (Lesch.) Benn.,,,wfo-0000186315,bkf_original,False,False,False,False,Euchresta horsfieldii (Lesch.) Benn.
Flemingia paniculata Wall. ex Benth.,wfo-0000198109,flemingia paniculata wall. ex benth.,This is currently accepted.,wfo-0000198109,Flemingia paniculata Wall. ex Benth.,,,wfo-0000198109,bkf_original,False,False,False,False,Flemingia paniculata Wall. ex Benth.
Flemingia chappar Buch.-Ham. ex Benth.,wfo-0000194835,flemingia chappar buch.-ham. ex benth.,This is currently accepted.,wfo-0000194835,Flemingia chappar Buch.-Ham. ex Benth.,,,wfo-0000194835,bkf_original,False,False,False,False,Flemingia chappar Buch.-Ham. ex Benth.
Flemingia strobilifera (L.) W.T.Aiton,wfo-0001057147,flemingia strobilifera (l.) w.t.aiton,This is currently accepted.,wfo-0001057147,Flemingia strobilifera (L.) W.T.Aiton,,,wfo-0001057147,bkf_original,False,False,False,False,Flemingia strobilifera (L.) W.T.Aiton
Flemingia fluminalis C.B.Clarke ex Prain,wfo-0001057609,flemingia fluminalis c.b.clarke ex prain,This is currently accepted.,wfo-0001057609,Flemingia fluminalis C.B.Clarke ex Prain,,,wfo-0001057609,bkf_original,False,False,False,False,Flemingia fluminalis C.B.Clarke ex Prain
Flemingia trifoliata (Jungh.) C.Y.Wu,wfo-0000691313,flemingia trifoliata (jungh.) c.y.wu,This is currently accepted.,wfo-0000691313,Flemingia trifoliata (Jungh.) C.Y.Wu,,,wfo-0000691313,bkf_original,False,False,False,False,Flemingia trifoliata (Jungh.) C.Y.Wu
"Flemingia sirindhorniae Mattapha, Chantar. & Suddee",wfo-0001443794,"flemingia sirindhorniae mattapha, chantar. & suddee",This is currently accepted.,wfo-0001443794,"Flemingia sirindhorniae Mattapha, Chantar. & Suddee",,,wfo-0001443794,bkf_original,False,False,False,False,"Flemingia sirindhorniae Mattapha, Chantar. & Suddee"
Flemingia vestita Benth. ex Baker,wfo-0000198122,flemingia vestita benth. ex baker,This is currently accepted.,,,wfo-0000198122,Flemingia vestita Benth. ex Baker f.,wfo-0000198122,bkf_original,False,False,False,False,
Flemingia lineata (L.) Roxb. ex W.T.Aiton,wfo-0001057602,flemingia lineata (l.) roxb. ex w.t.aiton,This is currently accepted.,wfo-0001057602,Flemingia lineata (L.) Roxb. ex W.T.Aiton,,,wfo-0001057602,bkf_original,False,False,False,False,Flemingia lineata (L.) Roxb. ex W.T.Aiton
Flemingia prostrata Roxb.Junior ex Roxb.,wfo-0000194834,flemingia prostrata roxb.junior ex roxb.,This is currently accepted.,wfo-0000194834,Flemingia prostrata Roxb.Junior ex Roxb.,,,wfo-0000194834,bkf_original,False,False,False,False,Flemingia prostrata Roxb.Junior ex Roxb.
Flemingia kerrii Craib,wfo-0000200469,flemingia kerrii craib,This is currently accepted.,wfo-0000200469,Flemingia kerrii Craib,,,wfo-0000200469,bkf_original,False,False,False,False,Flemingia kerrii Craib
Flemingia stricta Roxb.,wfo-0001057607,flemingia stricta roxb.,This is currently accepted.,wfo-0001057607,Flemingia stricta Roxb.,,,wfo-0001057607,bkf_original,False,False,False,False,Flemingia stricta Roxb.
Flemingia latifolia Benth.,wfo-0000198113,flemingia latifolia benth.,This is currently accepted.,wfo-0000198113,Flemingia latifolia Benth.,,,wfo-0000198113,bkf_original,False,False,False,False,Flemingia latifolia Benth.
Flemingia nana Roxb. ex W.T.Aiton,wfo-0001057603,flemingia nana roxb. ex w.t.aiton,This is currently accepted.,wfo-0001057603,Flemingia nana Roxb. ex W.T.Aiton,,,wfo-0001057603,bkf_original,False,False,False,False,Flemingia nana Roxb. ex W.T.Aiton
Flemingia wallichii Wight & Arn.,wfo-0000195028,flemingia wallichii wight & arn.,This is currently accepted.,wfo-0000195028,Flemingia wallichii Wight & Arn.,,,wfo-0000195028,bkf_original,False,False,False,False,Flemingia wallichii Wight & Arn.
Flemingia kweichowensis Tang & F.T. Wang ex Y.T.Wei & S.K.Lee,wfo-0000198119,flemingia kweichowensis tang & f.t. wang ex y.t.wei & s.k.lee,This is currently accepted.,,,wfo-0000198119,Flemingia kweichowensis Tang & F.T.Wang ex Y.T.Wei & S.K.Lee,wfo-0000198119,bkf_original,False,False,False,False,
Flemingia grahamiana Wight & Arn.,wfo-0000181342,flemingia grahamiana wight & arn.,This is currently accepted.,wfo-0000181342,Flemingia grahamiana Wight & Arn.,,,wfo-0000181342,bkf_original,False,False,False,False,Flemingia grahamiana Wight & Arn.
Flemingia macrophylla (Willd.) Kuntze ex Merr.,wfo-0000194840,flemingia macrophylla (willd.) kuntze ex merr.,This is currently accepted.,wfo-0000194840,Flemingia macrophylla (Willd.) Kuntze ex Merr.,,,wfo-0000194840,bkf_original,False,False,False,False,Flemingia macrophylla (Willd.) Kuntze ex Merr.
Flemingia semialata Roxb.,wfo-0001057606,flemingia semialata roxb.,This is currently accepted.,,,wfo-0001057606,Flemingia semialata Roxb. ex W.T.Aiton,wfo-0001057606,bkf_original,False,False,False,False,
Flemingia sootepensis Craib,wfo-0000200476,flemingia sootepensis craib,This is currently accepted.,wfo-0000200476,Flemingia sootepensis Craib,,,wfo-0000200476,bkf_original,False,False,False,False,Flemingia sootepensis Craib
Imbralyx albiflorus,wfo-0000205454,imbralyx albiflorus,Imbralyx albiflorus,wfo-0000185957,Imbralyx albiflorus (Prain) R.Geesink,,,wfo-0000205454,bkf_original,True,False,False,True,
Fordia pauciflora Dunn,wfo-0000200319,fordia pauciflora dunn,This is currently accepted.,wfo-0000200319,Fordia pauciflora Dunn,,,wfo-0000200319,bkf_original,False,False,False,False,Fordia pauciflora Dunn
Fordia fruticosa Craib,wfo-0000200318,fordia fruticosa craib,This is currently accepted.,wfo-0000200318,Fordia fruticosa Craib,,,wfo-0000200318,bkf_original,False,False,False,False,Fordia fruticosa Craib
Galactia striata,wfo-0000181450,galactia striata,Galactia striata,,,,,wfo-0000181450,bkf_original,False,False,False,False,
Geissaspis cristata Wight & Arn.,wfo-0000198151,geissaspis cristata wight & arn.,This is currently accepted.,wfo-0000198151,Geissaspis cristata Wight & Arn.,,,wfo-0000198151,bkf_original,False,False,False,False,Geissaspis cristata Wight & Arn.
Glycine max (L.) Merr.,wfo-0000181462,glycine max (l.) merr.,This is currently accepted.,wfo-0000181462,Glycine max (L.) Merr.,,,wfo-0000181462,bkf_original,False,False,False,False,Glycine max (L.) Merr.
Harashuteria hirsuta (Baker) K.Ohashi & H.Ohashi,wfo-0001421770,harashuteria hirsuta (baker) k.ohashi & h.ohashi,This is currently accepted.,wfo-0001421770,Harashuteria hirsuta (Baker) K.Ohashi & H.Ohashi,,,wfo-0001421770,bkf_original,False,False,False,False,Harashuteria hirsuta (Baker) K.Ohashi & H.Ohashi
Haymondia wallichii (DC.) A.N.Egan & B.Pan bis,wfo-0001342971,haymondia wallichii (dc.) a.n.egan & b.pan bis,This is currently accepted.,,,wfo-0001342971,Haymondia wallichii (DC.) A.N.Egan & B.Pan,wfo-0001342971,bkf_original,False,False,False,False,
Indigofera squalida Prain,wfo-0000197591,indigofera squalida prain,This is currently accepted.,wfo-0000197591,Indigofera squalida Prain,,,wfo-0000197591,bkf_original,False,False,False,False,Indigofera squalida Prain
Indigofera nummulariifolia (L.) Livera ex Alston,wfo-0000194005,indigofera nummulariifolia (l.) livera ex alston,This is currently accepted.,wfo-0000194005,Indigofera nummulariifolia (L.) Livera ex Alston,,,wfo-0000194005,bkf_original,False,False,False,False,Indigofera nummulariifolia (L.) Livera ex Alston
Indigofera linifolia (L.f.) Retz.,wfo-0000193193,indigofera linifolia (l.f.) retz.,This is currently accepted.,wfo-0000193193,Indigofera linifolia (L.f.) Retz.,,,wfo-0000193193,bkf_original,False,False,False,False,Indigofera linifolia (L.f.) Retz.
Indigofera caloneura Kurz,wfo-0000200247,indigofera caloneura kurz,This is currently accepted.,wfo-0000200247,Indigofera caloneura Kurz,,,wfo-0000200247,bkf_original,False,False,False,False,Indigofera caloneura Kurz
Indigofera smitinandii Mattapha & Chantar.,wfo-0001336989,indigofera smitinandii mattapha & chantar.,This is currently accepted.,wfo-0001336989,Indigofera smitinandii Mattapha & Chantar.,,,wfo-0001336989,bkf_original,False,False,False,False,Indigofera smitinandii Mattapha & Chantar.
Indigofera trifoliata L.,wfo-0000173649,indigofera trifoliata l.,This is currently accepted.,wfo-0000173649,Indigofera trifoliata L.,,,wfo-0000173649,bkf_original,False,False,False,False,Indigofera trifoliata L.
Indigofera tsiangiana,wfo-0000187723,indigofera tsiangiana,Indigofera tsiangiana,wfo-0001056121,Indigofera tsiangiana Metcalf,,,wfo-0000187723,bkf_original,True,False,False,True,
Indigofera hendecaphylla Jacq.,wfo-0000195442,indigofera hendecaphylla jacq.,This is currently accepted.,wfo-0000195442,Indigofera hendecaphylla Jacq.,,,wfo-0000195442,bkf_original,False,False,False,False,Indigofera hendecaphylla Jacq.
Indigofera colutea (Burm.f.) Merr.,wfo-0000191247,indigofera colutea (burm.f.) merr.,This is currently accepted.,wfo-0000191247,Indigofera colutea (Burm.f.) Merr.,,,wfo-0000191247,bkf_original,False,False,False,False,Indigofera colutea (Burm.f.) Merr.
Indigofera scabrida Dunn,wfo-0000197580,indigofera scabrida dunn,This is currently accepted.,wfo-0000197580,Indigofera scabrida Dunn,,,wfo-0000197580,bkf_original,False,False,False,False,Indigofera scabrida Dunn
Indigofera laxiflora Craib,wfo-0000200263,indigofera laxiflora craib,This is currently accepted.,wfo-0000200263,Indigofera laxiflora Craib,,,wfo-0000200263,bkf_original,False,False,False,False,Indigofera laxiflora Craib
Indigofera lacei Craib,wfo-0000200262,indigofera lacei craib,This is currently accepted.,wfo-0000200262,Indigofera lacei Craib,,,wfo-0000200262,bkf_original,False,False,False,False,Indigofera lacei Craib
Indigofera suffruticosa Mill.,wfo-0000195655,indigofera suffruticosa mill.,This is currently accepted.,wfo-0000195655,Indigofera suffruticosa Mill.,,,wfo-0000195655,bkf_original,False,False,False,False,Indigofera suffruticosa Mill.
Indigofera emmae de Kort & G.Thijsse,wfo-0000200251,indigofera emmae de kort & g.thijsse,This is currently accepted.,,,,,wfo-0000200251,bkf_original,False,False,False,False,
Indigofera atropurpurea Buch.-Ham. ex Hornem.,wfo-0000205184,indigofera atropurpurea buch.-ham. ex hornem.,This is currently accepted.,wfo-0000205184,Indigofera atropurpurea Buch.-Ham. ex Hornem.,,,wfo-0000205184,bkf_original,False,False,False,False,Indigofera atropurpurea Buch.-Ham. ex Hornem.
Indigofera cylindracea Graham ex Baker,wfo-0000197599,indigofera cylindracea graham ex baker,This is currently accepted.,wfo-0000197599,Indigofera cylindracea Graham ex Baker,,,wfo-0000197599,bkf_original,False,False,False,False,Indigofera cylindracea Graham ex Baker
Indigofera wightii Graham ex Wight & Arn.,wfo-0000200281,indigofera wightii graham ex wight & arn.,This is currently accepted.,wfo-0000200281,Indigofera wightii Graham ex Wight & Arn.,,,wfo-0000200281,bkf_original,False,False,False,False,Indigofera wightii Graham ex Wight & Arn.
Indigofera zollingeriana Miq.,wfo-0000173651,indigofera zollingeriana miq.,This is currently accepted.,wfo-0000173651,Indigofera zollingeriana Miq.,,,wfo-0000173651,bkf_original,False,False,False,False,Indigofera zollingeriana Miq.
Indigofera galegoides DC.,wfo-0000192288,indigofera galegoides dc.,This is currently accepted.,wfo-0000192288,Indigofera galegoides DC.,,,wfo-0000192288,bkf_original,False,False,False,False,Indigofera galegoides DC.
Indigofera kerrii de Kort & G.Thijsse,wfo-0000200261,indigofera kerrii de kort & g.thijsse,This is currently accepted.,,,,,wfo-0000200261,bkf_original,False,False,False,False,
Indigofera cassioides Rottler ex DC.,wfo-0000186813,indigofera cassioides rottler ex dc.,This is currently accepted.,wfo-0000186813,Indigofera cassioides Rottler ex DC.,,,wfo-0000186813,bkf_original,False,False,False,False,Indigofera cassioides Rottler ex DC.
Indigofera arrecta Hochst. ex A.Rich.,wfo-0000190433,indigofera arrecta hochst. ex a.rich.,This is currently accepted.,wfo-0000190433,Indigofera arrecta Hochst. ex A.Rich.,,,wfo-0000190433,bkf_original,False,False,False,False,Indigofera arrecta Hochst. ex A.Rich.
Indigofera tinctoria L.,wfo-0000195905,indigofera tinctoria l.,This is currently accepted.,wfo-0000195905,Indigofera tinctoria L.,,,wfo-0000195905,bkf_original,False,False,False,False,Indigofera tinctoria L.
Indigofera reticulata Franch.,wfo-0000197538,indigofera reticulata franch.,This is currently accepted.,wfo-0000197538,Indigofera reticulata Franch.,,,wfo-0000197538,bkf_original,False,False,False,False,Indigofera reticulata Franch.
Indigofera sootepensis Craib,wfo-0000200266,indigofera sootepensis craib,This is currently accepted.,wfo-0000200266,Indigofera sootepensis Craib,,,wfo-0000200266,bkf_original,False,False,False,False,Indigofera sootepensis Craib
Indigofera aralensis Gagnep.,wfo-0000200244,indigofera aralensis gagnep.,This is currently accepted.,wfo-0000200244,Indigofera aralensis Gagnep.,,,wfo-0000200244,bkf_original,False,False,False,False,Indigofera aralensis Gagnep.
Indigofera dosua Buch.-Ham. ex D.Don,wfo-0000200250,indigofera dosua buch.-ham. ex d.don,This is currently accepted.,wfo-0000200250,Indigofera dosua Buch.-Ham. ex D.Don,,,wfo-0000200250,bkf_original,False,False,False,False,Indigofera dosua Buch.-Ham. ex D.Don
Indigofera udonthaniensis Mattapha & Chantar.,wfo-0001336990,indigofera udonthaniensis mattapha & chantar.,This is currently accepted.,wfo-0001336990,Indigofera udonthaniensis Mattapha & Chantar.,,,wfo-0001336990,bkf_original,False,False,False,False,Indigofera udonthaniensis Mattapha & Chantar.
Indigofera glabra L.,wfo-0000186132,indigofera glabra l.,This is currently accepted.,wfo-0000186132,Indigofera glabra L.,,,wfo-0000186132,bkf_original,False,False,False,False,Indigofera glabra L.
Indigofera hirsuta L.,wfo-0000192713,indigofera hirsuta l.,This is currently accepted.,wfo-0000192713,Indigofera hirsuta L.,,,wfo-0000192713,bkf_original,False,False,False,False,Indigofera hirsuta L.
Indigofera caudata Dunn,wfo-0000197505,indigofera caudata dunn,This is currently accepted.,wfo-0000197505,Indigofera caudata Dunn,,,wfo-0000197505,bkf_original,False,False,False,False,Indigofera caudata Dunn
"Kanburia chlorantha (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",wfo-0001443881,"kanburia chlorantha (mattapha & sirich.) j.compton, mattapha, sirich. & schrire",This is currently accepted.,wfo-0001443881,"Kanburia chlorantha (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",,,wfo-0001443881,bkf_original,False,False,False,False,"Kanburia chlorantha (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire"
"Kanburia tenasserimensis (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",wfo-0001443882,"kanburia tenasserimensis (mattapha & sirich.) j.compton, mattapha, sirich. & schrire",This is currently accepted.,wfo-0001443882,"Kanburia tenasserimensis (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire",,,wfo-0001443882,bkf_original,False,False,False,False,"Kanburia tenasserimensis (Mattapha & Sirich.) J.Compton, Mattapha, Sirich. & Schrire"
Kunstleria forbesii Prain,wfo-0000206828,kunstleria forbesii prain,This is currently accepted.,wfo-0000206828,Kunstleria forbesii Prain,,,wfo-0000206828,bkf_original,False,False,False,False,Kunstleria forbesii Prain
Lablab purpureus (L.) Sweet,wfo-0000181603,lablab purpureus (l.) sweet,This is currently accepted.,wfo-0000181603,Lablab purpureus (L.) Sweet,,,wfo-0000181603,bkf_original,False,False,False,False,Lablab purpureus (L.) Sweet
Leptospron adenanthum (G.Mey.) A.Delgado,wfo-0001042683,leptospron adenanthum (g.mey.) a.delgado,This is currently accepted.,wfo-0001042683,Leptospron adenanthum (G.Mey.) A.Delgado,,,wfo-0001042683,bkf_original,False,False,False,False,Leptospron adenanthum (G.Mey.) A.Delgado
Macropsychanthus hexander (Roxb. ex Ralph) L.P.Queiroz & Snak,wfo-0001443942,macropsychanthus hexander (roxb. ex ralph) l.p.queiroz & snak,This is currently accepted.,wfo-0001443942,Macropsychanthus hexander (Ralph) L.P.Queiroz & Snak,,,wfo-0001443942,bkf_original,False,False,False,False,Macropsychanthus hexander (Ralph) L.P.Queiroz & Snak
Macroptilium atropurpureum (DC.) Urb.,wfo-0000181719,macroptilium atropurpureum (dc.) urb.,This is currently accepted.,wfo-0000181719,Macroptilium atropurpureum (DC.) Urb.,,,wfo-0000181719,bkf_original,False,False,False,False,Macroptilium atropurpureum (DC.) Urb.
Macroptilium lathyroides (L.) Urb.,wfo-0000181730,macroptilium lathyroides (l.) urb.,This is currently accepted.,wfo-0000181730,Macroptilium lathyroides (L.) Urb.,,,wfo-0000181730,bkf_original,False,False,False,False,Macroptilium lathyroides (L.) Urb.
Macrotyloma axillare (E.Mey.) Verdc.,wfo-0000181770,macrotyloma axillare (e.mey.) verdc.,This is currently accepted.,wfo-0000181770,Macrotyloma axillare (E.Mey.) Verdc.,,,wfo-0000181770,bkf_original,False,False,False,False,Macrotyloma axillare (E.Mey.) Verdc.
